,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
137841,69281,Marcus Leyrer,M,35.0,184.0,71.0,Austria,AUT,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",
8433,4647,Fumiko Aoki,F,25.0,158.0,52.0,Japan,JPN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,
153464,77016,"Richard Charles ""Dick"" Mayhew",M,21.0,183.0,102.0,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,
226774,113951,Artur Tomasz Spoowicz,M,32.0,174.0,67.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
98353,49778,Herbert Honz,M,26.0,182.0,77.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's 1,000 metres Time Trial",
87467,44346,Dezs Gyarmati,M,32.0,186.0,83.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Bronze
239514,120042,Robert Thorens,M,52.0,182.0,65.0,Baccara,SUI,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,
90378,45806,Sverre Hilmar Hansen,M,24.0,174.0,66.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,Bronze
200149,100526,Bruce Edward Richardson,M,22.0,178.0,80.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,
203938,102387,Adrin Roncallo,M,17.0,,,Argentina,ARG,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
486,267,Mohamed Abdou El-Souad,M,23.0,180.0,76.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Individual,
166509,83637,Ahmed Musa Jouda,M,27.0,180.0,58.0,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",
8258,4555,Constantin Antonescu,M,33.0,165.0,69.0,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
30940,15931,Olha Arkadivna Bryzhina (Vladykina-),F,29.0,171.0,63.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
126605,63848,Heinrich Krause,M,51.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
90265,45738,Jack Bennike Hansen,M,24.0,187.0,83.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
192169,96487,Harry Potter,M,22.0,,,Trans-Mississippi Golf Association-2,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Silver
85979,43594,Arturo Guerrero Moreno,M,27.0,192.0,84.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,
218248,109621,Frederick George Sherriff,M,35.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",
71010,36154,Arianna Fontana,F,15.0,164.0,63.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
252079,126239,Franz Vetter,M,34.0,172.0,75.0,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 20 kilometres,
263054,131627,Dietrich Wortmann,M,20.0,,,Germany,GER,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Featherweight, Freestyle",
255917,128136,Samuel Walker,M,21.0,186.0,74.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,
222442,111747,Vadim Skorovarov,M,19.0,177.0,67.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
96149,48681,Silvia Hindorff (-Hafemeister),F,19.0,158.0,48.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,
189667,95254,Lidia Pitteri,F,18.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,
163496,82073,Gyula Mri,M,22.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
209313,105094,Fernando San Emeterio Lara,M,28.0,199.0,105.0,Spain,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
124208,62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,21.0,152.0,39.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
73621,37412,Jen Fuchs (-Fekete),M,25.0,,,Hungary,HUN,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Gold
91817,46538,Malcolm Thomas Hastie,M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
31933,16407,Valery Bulyshev,M,25.0,177.0,75.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,
115126,58325,Somsak Keaokanta,M,25.0,165.0,70.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",
60746,31108,Bakhodir Dzhalolov,M,22.0,198.0,100.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,
178568,89755,Ivan Joseph Martin Osiier,M,31.0,170.0,,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",
265522,132859,Yeo Wun-Gon,M,29.0,173.0,69.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,
204233,102541,Michael Rsch,M,22.0,184.0,78.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
181648,91296,Louis Pappe,M,,,,France,FRA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
102229,51713,Lyudmila Ivanovna Ignatyeva-Samotyosova,F,24.0,162.0,53.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,
113052,57277,Rami Kantari,M,25.0,176.0,72.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
83891,42634,Julian Walter Green,M,22.0,173.0,70.0,Great Britain,GBR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",
211520,106221,Bohdan Volodymyrovych Savenko,M,27.0,187.0,93.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
154355,77484,Brian Sean McDonough,M,30.0,175.0,77.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Points Race,
173168,87043,Yevgeny Anatolyevich Nosov,M,25.0,203.0,96.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,
54860,28113,Vito Di Terlizzi,M,30.0,170.0,62.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,
241988,121212,Ott Trk,M,26.0,178.0,68.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
62064,31774,"Anton ""Toni"" Eisgruber",M,23.0,,,Germany,GER,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Nordic Combined,Nordic Combined Men's Individual,
117378,59430,Apostolos Khristou,M,19.0,198.0,88.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
94422,47784,"Augustus H. ""Gustav"" Hentschel",M,27.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",
224727,112885,Sebastin Rodrigo Sol,M,25.0,200.0,94.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
178889,89902,sten stensen,M,41.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",
17818,9471,Nicolae Bejenaru,M,24.0,163.0,59.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,
32815,16865,Hctor Fernando Bustamante Vega,M,19.0,173.0,63.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,
187118,94044,Borut Petri,M,19.0,184.0,85.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",
228179,114614,Kjeld Hermann Pedersen Steen,M,27.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,
22928,12055,Clyde Amel Blair,M,22.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 100 metres,
243305,121851,Yevgeny Tretnikov,M,,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,
159407,80004,William Milne,M,60.0,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",
218164,109584,"Michael Francis ""Mike"" Shepherdson",M,25.0,,,Malaya,MAL,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
68740,35078,Serhiy Leonidovych Fesenko,M,21.0,188.0,77.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,Gold
15111,8156,Csar Jorge Barros Luther,M,24.0,,,Chile,CHI,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",
224008,112515,Volodymyr Viktorovych Smyrnov,M,26.0,185.0,78.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",Gold
113302,57390,Dimitrios Karabatis,M,20.0,184.0,80.0,Greece,GRE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
20737,10943,Yevgeny Valentinovich Berzin,M,26.0,176.0,68.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
60867,31176,"Athol John ""Joe"" Earl",M,23.0,196.0,95.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Bronze
154062,77349,"Elizabeth ""Liz"" McColgan (Lynch-, -Nuttall)",F,24.0,170.0,45.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",Silver
42606,21982,"Thomas Malcolm ""Tom"" Clemens",M,30.0,170.0,70.0,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,
256387,128381,Wan Shiu Ming,M,,,,Hong Kong,HKG,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,
157842,79237,Marcel Meyer de Stadelhofen,M,28.0,,,Switzerland,SUI,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 25 metres",
8491,4674,Eref Apak,M,22.0,184.0,120.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,Bronze
168928,84906,Alexander N'Doumbou,M,20.0,179.0,70.0,Gabon,GAB,2012 Summer,2012,Summer,London,Football,Football Men's Football,
6902,3878,Eduards Andersons,M,22.0,,,Latvia,LAT,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
48006,24739,Wagner Machado da Silva,M,19.0,195.0,88.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
244188,122281,Tserenjavyn lziibayar,M,30.0,174.0,70.0,Mongolia,MGL,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",
159216,79914,Leigh David Miller,M,25.0,182.0,74.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
25916,13523,Edwin Borja,M,18.0,160.0,47.0,Philippines,PHI,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",
165961,83346,Sergio Muoz Escribano,M,22.0,171.0,69.0,Spain,ESP,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
8583,4713,Marcelo Apovian,M,19.0,,,Brazil,BRA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,
151944,76256,Nicols Alejandro Mass Fried,M,26.0,182.0,80.0,Chile,CHI,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Gold
79348,40295,"Stephen Cory ""Steve"" Giles",M,24.0,183.0,82.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",
129913,65405,Vladimir Mikhaylovich Kuznetsov,M,23.0,184.0,82.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
30617,15775,Roberta Brunet,F,27.0,170.0,58.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 3,000 metres",
111806,56608,Anna Kael,F,20.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,
230541,115714,Gyula Strausz,M,26.0,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Discus Throw, Greek Style",
182990,91972,Sotirios Pastras,M,22.0,180.0,75.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
88586,44911,Heikki Jalmari Hakola,M,30.0,160.0,53.5,Finland,FIN,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
252410,126399,Roger Vidosa Riba,M,21.0,184.0,76.0,Andorra,AND,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Downhill,
152116,76357,Nikolay Mateev,M,28.0,178.0,74.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",
239595,120076,Brian Charles Thornton,M,27.0,191.0,85.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
166663,83716,Ismail Mustafov (-Ivaylo Marinov) Huseinov (-Khristov),M,28.0,162.0,50.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,Gold
121998,61680,Yayoi Kobayashi,F,22.0,156.0,50.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
89635,45425,Han Geum-Sil,F,24.0,169.0,63.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,
206066,103449,Norman Rule,M,36.0,172.0,60.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
130269,65561,Kyra Marie Christine Kyrklund,F,44.0,171.0,70.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",
13236,7181,Ramn Balcells Rodn,M,52.0,176.0,98.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
164558,82623,Ren Fernand Alexandre Mourlon,M,26.0,169.0,65.0,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
196202,98507,Mark Semyonovich Rakita,M,26.0,179.0,78.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Gold
266671,133404,Yuan Yu Fang,F,24.0,163.0,53.0,Malaysia,MAS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,
256659,128518,Wang Liping,F,26.0,162.0,52.0,China,CHN,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,
226720,113930,Valentina Spongia,F,17.0,161.0,50.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
28945,14980,Aurora Gonzala Bretn Gmez,F,42.0,163.0,63.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,
74508,37845,Youssef Gaddour,M,22.0,203.0,103.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
251201,125797,Adam Joseph Vella,M,33.0,178.0,92.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Bronze
49707,25613,Cissy Davies (-Sanders),F,19.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
44265,22829,Charles Albert Shone Conwell,M,18.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
158911,79781,"Sven Osvald ""Ossi"" Mildh",M,26.0,180.0,82.5,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,
156229,78459,Elias Hijman Melkman,M,24.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Individual All-Around,
5916,3325,Santiago Amat Cansino,M,36.0,,,Amolgavar,ESP,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,
213842,107390,Freddy Ramon Scholz,M,22.0,183.0,74.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",
264451,132340,Koji Yamamuro,M,23.0,159.0,58.0,Japan,JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
187264,94126,Vladimir Vladimirovich Petrov,M,24.0,178.0,77.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
88462,44875,Alfrd (Arnold-) Hajs (Guttmann-),M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
187477,94225,Emy Cecilia Pettersson (-Brising),F,19.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,
14730,7945,Guy Marcos Barnea,M,20.0,179.0,73.0,Israel,ISR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
25619,13385,Secundino Borabota Epacua,M,23.0,172.0,71.0,Equatorial Guinea,GEQ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
170652,85771,Nian Yun,F,13.0,168.0,61.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
6981,3920,Gunilla Victoria Andersson,F,22.0,169.0,69.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
7117,3980,Robert Theodor Andersson,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,
109185,55213,Kari Kalervo Johansson,M,20.0,180.0,70.0,Finland,FIN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,
282,149,Mara Katherine Abbott,F,30.0,163.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
144249,72394,Luo Xi,F,19.0,162.0,53.0,China,CHN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,
132795,66841,Steve Larsen,M,30.0,183.0,95.0,Canada-2,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,
37255,19158,"Kenneth John ""Ken"" Caves",M,21.0,,,Australia,AUS,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",
263346,131788,Wu Hui-Ju,F,21.0,165.0,56.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Team,Bronze
204025,102431,Arthur Laurence Rook,M,35.0,,,Great Britain,GBR,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
167854,84340,Mitsuo Nakanishi,M,24.0,184.0,80.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
158866,79758,udmila Milanov,F,24.0,,,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
182044,91492,Park Gyeong-A,F,18.0,154.0,49.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,
267302,133729,Irina Zaitseva,F,25.0,185.0,66.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
207749,104265,Alfred Sageder,M,23.0,181.0,79.0,Austria,AUT,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,
49583,25545,Ross Paul Davenport,M,24.0,187.0,76.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
215948,108403,Shuichi Sekiya,M,28.0,168.0,61.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,
17523,9340,Fraser Simpson Beer,M,22.0,180.0,,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
154498,77564,"David ""Dave"" McGowan",M,23.0,192.0,84.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,
266268,133218,Katrina Young,F,24.0,163.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,
53461,27439,Guremu Demboba,M,21.0,168.0,68.0,Ethiopia,ETH,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",
83853,42612,Carolyn Virginia Green (-Lewis),F,18.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
199287,100086,Bernardo Cardoso Resende Alves,M,33.0,186.0,83.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",
203361,102108,Olavi Antero Rokka,M,26.0,172.0,70.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,
122044,61703,Jan Kobin,M,27.0,186.0,102.0,Czech Republic-2,CZE,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Two,
89400,45312,Paul Elbert Hamm,M,17.0,165.0,62.0,United States,USA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,
76686,38932,"Kebapetse ""Bobby"" Gaseitsiwe",M,21.0,178.0,66.0,Botswana,BOT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
39546,20344,Danielle Chenard,F,18.0,174.0,80.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,
245506,122937,Albert Clinton Tyler,M,24.0,,,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Silver
3301,1858,Fehaid Al-Deehani,M,29.0,178.0,95.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Double Trap,
253066,126720,"Charles Thomas ""Chuck"" Vinci, Jr.",M,23.0,152.0,56.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Bantamweight,Gold
134302,67617,Aleksandr Viktorovich Lebedev,M,22.0,178.0,70.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,000 metres",
221271,111192,Amrik Singh Gill,M,29.0,169.0,58.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
182748,91845,Gabriella Paruzzi,F,36.0,173.0,62.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
12810,6966,Martin Bajik,M,29.0,169.0,70.0,Slovakia,SVK,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,
58253,29807,Jacques Doyen,M,29.0,173.0,,France,FRA,1972 Summer,1972,Summer,Munich,Archery,Archery Men's Individual,
1512,836,Platt Adams,M,27.0,188.0,78.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Silver
